tag,label,algo,nf,kind,pair_score,pair_raw,default_threshold,default_flag,tuned_threshold,tuned_flag,test_precision,test_recall,n_test,n_test_insiders,reached_target
xgb_insider_20feat_v2,xgb 20feat v2,xgb,20,prob,0.4668782598475804,0.7311928272247314,0.15,True,0.14899093724267234,True,0.9459459459459459,1.0,245.0,35.0,True
retrained_rf_insider_meta_v4,retrained_rf_insider_meta_v4,rf,27,prob,0.45,0.45,0.5,False,0.20333333333333334,True,0.35,1.0,49.0,7.0,True
xgb_insider_30feat_v2,xgb 30feat v2,xgb,30,prob,0.44494531430635487,0.7614457011222839,0.5,False,0.24539893559299636,True,0.875,1.0,245.0,35.0,True
cb_insider_30feat_v2,cb 30feat v2,cb,30,prob,0.2950389580035927,0.5774897376355712,0.3,False,0.28333321169437814,True,0.875,1.0,245.0,35.0,True
retrained_xgb_insider_meta10_v6,retrained_xgb_insider_meta10_v6,xgb,10,prob,0.1954562942127465,0.45912206172943115,0.15,True,0.060269289036559266,True,0.5230769230769231,0.9714285714285714,245.0,35.0,True
lr_insider_30feat,logreg 30feat,lr,30,prob,0.8602638253805687,0.8602638253805687,0.5,True,,,,,,,
lgbm_insider_30feat,lgbm 30feat,lgbm,30,prob,0.8520337365118155,0.8520337365118155,0.5,True,,,,,,,
retrained_rf_insider_meta_v5,retrained_rf_insider_meta_v5,rf,20,prob,0.7548373922703187,0.7548373922703187,0.5,True,0.8050314901084862,False,0.7906976744186046,0.9714285714285714,245.0,35.0,True
rf_insider_10feat_v2,rf 10feat v2,rf,10,prob,0.64,0.64,0.5,True,0.6866666666666666,False,0.8947368421052632,0.9714285714285714,245.0,35.0,True
xgb_insider_50feat,xgb 50feat,xgb,50,prob,0.6205984354019165,0.6205984354019165,0.5,True,,,,,,,
rf_insider_meta_v3,rf 10b+17m v3,rf,27,prob,0.4666666666666667,0.4666666666666667,0.5,False,0.5066666666666667,False,0.7777777777777778,1.0,245.0,35.0,True
xgb_insider_10feat_v2,xgb 10feat v2,xgb,10,prob,0.46360107822452806,0.6876320838928223,0.5,False,0.6433743964361582,False,0.9459459459459459,1.0,245.0,35.0,True
cb_insider_10feat_v2_d2,cb 10feat v2 (d2),cb,10,prob,0.31633667665387954,0.6751247682433811,0.3,True,0.3556999036200825,False,0.9459459459459459,1.0,245.0,35.0,True
cb_insider_10feat_v2,cb 10feat v2,cb,10,prob,0.2858832091532309,0.65850719175061,0.3,False,0.30894741323234476,False,0.9210526315789473,1.0,245.0,35.0,True
retrained_rf_insider_meta_v3,retrained_rf_insider_meta_v3,rf,27,prob,0.2833333333333333,0.2833333333333333,0.5,False,0.6233333333333333,False,0.918918918918919,0.9714285714285714,245.0,35.0,True
retrained_xgb_insider_meta_v5,retrained_xgb_insider_meta_v5,xgb,27,prob,0.2453966722202673,0.5191650390625,0.15,True,0.3535444096407323,False,0.8333333333333334,1.0,245.0,35.0,True
xgb_insider_14feat,xgb 14feat,xgb,14,prob,0.07443299889564514,0.07443299889564514,0.5,False,,,,,,,
iso_insider_30feat,isoforest 30feat,iso,30,neg_anomaly,-0.0011271838761522934,0.0011271838761522934,,False,,,,,,,
